ano,semestre,data,regiao,uf,municipio,rede_ensino,serie,matriculados,evasoes,taxa_evasao,renda_media_familiar,indice_desempenho,acesso_internet,nivel_risco
2017,2,2017-12-01,Sul,PR,Londrina,Pública,3º ano,22521,2003,8.9,1884.21,61.24,67.8,Alto
2017,2,2017-12-01,Sul,PR,Londrina,Privada,2º ano,41039,3210,7.82,3713.84,36.69,94.3,Médio
2017,2,2017-12-01,Sul,SC,Florianópolis,Pública,2º ano,34246,2481,7.25,3187.18,66.6,68.2,Médio
2017,2,2017-12-01,Sul,SC,Florianópolis,Privada,1º ano,2232,109,4.92,1773.76,72.43,90.1,Médio
2017,2,2017-12-01,Sul,SC,Joinville,Pública,3º ano,3582,338,9.44,3936.94,52.28,56.2,Alto
2017,2,2017-12-01,Sul,SC,Joinville,Privada,1º ano,16568,380,2.3,1895.7,63.13,86.8,Baixo
2017,2,2017-12-01,Sul,RS,Porto Alegre,Pública,1º ano,10553,1572,14.9,2842.04,72.01,61.9,Crítico
2017,2,2017-12-01,Sul,RS,Porto Alegre,Privada,3º ano,38885,1166,3.0,2327.34,66.16,87.7,Baixo
2017,2,2017-12-01,Sul,RS,Caxias do Sul,Pública,3º ano,21352,1551,7.27,1695.48,74.99,76.1,Médio
2017,2,2017-12-01,Sul,RS,Caxias do Sul,Privada,2º ano,5178,138,2.67,2430.04,73.66,79.7,Baixo
2018,1,2018-06-01,Norte,AM,Manaus,Pública,3º ano,43620,4713,10.81,3757.41,44.1,68.0,Alto
2018,1,2018-06-01,Norte,AM,Manaus,Privada,1º ano,49169,1064,2.17,2334.33,44.11,54.0,Baixo
2018,1,2018-06-01,Norte,PA,Belém,Pública,2º ano,12815,1117,8.72,2426.19,61.24,54.5,Alto
2018,1,2018-06-01,Norte,PA,Belém,Privada,3º ano,36673,1821,4.97,3193.59,67.26,89.5,Médio
2018,1,2018-06-01,Norte,PA,Santarém,Pública,2º ano,47220,3933,8.33,2121.42,78.79,56.6,Alto
2018,1,2018-06-01,Norte,PA,Santarém,Privada,1º ano,47800,2569,5.38,3643.24,74.4,69.2,Médio
2018,1,2018-06-01,Norte,RO,Porto Velho,Pública,1º ano,11181,1055,9.44,3195.49,47.22,82.7,Alto
2018,1,2018-06-01,Norte,RO,Porto Velho,Privada,1º ano,2409,173,7.21,3158.01,65.53,59.2,Médio
2018,1,2018-06-01,Norte,TO,Palmas,Pública,2º ano,18238,1922,10.54,2378.87,70.21,87.7,Alto
2018,1,2018-06-01,Norte,TO,Palmas,Privada,3º ano,35928,1186,3.3,2474.31,68.55,50.8,Baixo
2018,1,2018-06-01,Nordeste,BA,Salvador,Pública,3º ano,48200,5474,11.36,3338.23,80.1,81.6,Alto
2018,1,2018-06-01,Nordeste,BA,Salvador,Privada,3º ano,7665,227,2.97,4546.03,75.55,51.7,Baixo
2018,1,2018-06-01,Nordeste,BA,Feira de Santana,Pública,1º ano,42558,3987,9.37,3756.52,57.32,77.0,Alto
2018,1,2018-06-01,Nordeste,BA,Feira de Santana,Privada,1º ano,47811,635,1.33,3089.1,57.02,52.8,Baixo
2018,1,2018-06-01,Nordeste,PE,Recife,Pública,2º ano,25984,3708,14.27,3470.39,65.23,50.1,Crítico
2018,1,2018-06-01,Nordeste,PE,Recife,Privada,1º ano,43575,217,0.5,2459.4,70.19,86.0,Baixo
2018,1,2018-06-01,Nordeste,PE,Jaboatão dos Guararapes,Pública,1º ano,26770,2370,8.85,2777.64,65.74,77.5,Alto
2018,1,2018-06-01,Nordeste,PE,Jaboatão dos Guararapes,Privada,3º ano,45928,2331,5.08,3192.56,55.82,74.5,Médio
2018,1,2018-06-01,Nordeste,CE,Fortaleza,Pública,2º ano,19817,2200,11.1,878.02,70.11,91.3,Alto
2018,1,2018-06-01,Nordeste,CE,Fortaleza,Privada,3º ano,6083,212,3.49,3001.52,68.76,72.9,Baixo
2018,1,2018-06-01,Nordeste,CE,Juazeiro do Norte,Pública,1º ano,43508,3569,8.21,2789.47,91.25,90.9,Alto
2018,1,2018-06-01,Nordeste,CE,Juazeiro do Norte,Privada,3º ano,34238,1406,4.11,3050.24,70.07,84.8,Médio
2018,1,2018-06-01,Nordeste,MA,São Luís,Pública,2º ano,33121,2927,8.84,3302.88,40.64,91.6,Alto
2018,1,2018-06-01,Nordeste,MA,São Luís,Privada,1º ano,27186,1429,5.26,2208.01,65.27,52.8,Médio
2018,1,2018-06-01,Nordeste,PB,João Pessoa,Pública,1º ano,25804,3959,15.35,2049.73,51.77,55.1,Crítico
2018,1,2018-06-01,Nordeste,PB,João Pessoa,Privada,3º ano,41217,1886,4.58,3356.56,58.72,78.7,Médio
2018,1,2018-06-01,Centro-Oeste,DF,Brasília,Pública,1º ano,32234,4606,14.29,2245.87,60.42,66.7,Crítico
2018,1,2018-06-01,Centro-Oeste,DF,Brasília,Privada,1º ano,41946,2341,5.58,2439.84,62.61,86.5,Médio
2018,1,2018-06-01,Centro-Oeste,GO,Goiânia,Pública,2º ano,13472,849,6.3,1645.21,68.91,78.2,Médio
2018,1,2018-06-01,Centro-Oeste,GO,Goiânia,Privada,1º ano,40199,2704,6.73,2741.01,57.63,89.4,Médio
2018,1,2018-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Pública,2º ano,21716,1458,6.71,3027.16,63.51,68.5,Médio
2018,1,2018-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Privada,3º ano,32447,2064,6.36,2053.94,52.6,75.3,Médio
2018,1,2018-06-01,Centro-Oeste,MT,Cuiabá,Pública,3º ano,26963,3589,13.31,2458.27,60.47,76.4,Crítico
2018,1,2018-06-01,Centro-Oeste,MT,Cuiabá,Privada,1º ano,40292,2364,5.87,3582.16,64.96,78.3,Médio
2018,1,2018-06-01,Centro-Oeste,MS,Campo Grande,Pública,2º ano,31444,3008,9.57,3203.25,62.6,92.9,Alto
2018,1,2018-06-01,Centro-Oeste,MS,Campo Grande,Privada,1º ano,48473,2406,4.97,2527.8,77.32,82.1,Médio
2018,1,2018-06-01,Sudeste,SP,São Paulo,Pública,3º ano,28680,4045,14.11,2033.14,80.45,64.9,Crítico
2018,1,2018-06-01,Sudeste,SP,São Paulo,Privada,1º ano,48476,2134,4.4,3705.87,59.15,58.2,Médio
2018,1,2018-06-01,Sudeste,SP,Campinas,Pública,3º ano,11919,1255,10.53,2765.77,61.31,46.2,Alto
2018,1,2018-06-01,Sudeste,SP,Campinas,Privada,3º ano,18450,564,3.06,2999.66,64.02,78.0,Baixo
2018,1,2018-06-01,Sudeste,SP,Ribeirão Preto,Pública,2º ano,1803,195,10.83,1938.96,49.44,60.1,Alto
2018,1,2018-06-01,Sudeste,SP,Ribeirão Preto,Privada,2º ano,26844,1939,7.23,2477.88,70.49,71.5,Médio
2018,1,2018-06-01,Sudeste,RJ,Rio de Janeiro,Pública,2º ano,13767,1679,12.2,2730.03,50.26,74.7,Alto
2018,1,2018-06-01,Sudeste,RJ,Rio de Janeiro,Privada,3º ano,27051,1238,4.58,2867.6,83.34,80.6,Médio
2018,1,2018-06-01,Sudeste,RJ,Niterói,Pública,1º ano,46727,6112,13.08,3398.44,59.66,94.5,Crítico
2018,1,2018-06-01,Sudeste,RJ,Niterói,Privada,3º ano,37054,2098,5.66,2175.38,52.28,59.4,Médio
2018,1,2018-06-01,Sudeste,RJ,Nova Iguaçu,Pública,3º ano,41173,4107,9.98,2325.46,59.78,67.4,Alto
2018,1,2018-06-01,Sudeste,RJ,Nova Iguaçu,Privada,1º ano,20135,1377,6.84,2006.03,64.15,94.3,Médio
2018,1,2018-06-01,Sudeste,RJ,Petrópolis,Pública,2º ano,9414,668,7.1,2619.04,84.25,79.5,Médio
2018,1,2018-06-01,Sudeste,RJ,Petrópolis,Privada,1º ano,34056,1496,4.4,2563.53,63.56,56.2,Médio
2018,1,2018-06-01,Sudeste,MG,Belo Horizonte,Pública,1º ano,23969,3367,14.05,3201.55,57.33,94.9,Crítico
2018,1,2018-06-01,Sudeste,MG,Belo Horizonte,Privada,3º ano,25237,889,3.52,2980.23,64.23,61.0,Baixo
2018,1,2018-06-01,Sudeste,MG,Uberlândia,Pública,1º ano,20840,2059,9.88,2403.13,87.51,84.5,Alto
2018,1,2018-06-01,Sudeste,MG,Uberlândia,Privada,3º ano,22360,1108,4.96,3554.97,63.09,70.7,Médio
2018,1,2018-06-01,Sudeste,MG,Juiz de Fora,Pública,2º ano,32438,3487,10.75,2973.76,95.25,58.2,Alto
2018,1,2018-06-01,Sudeste,MG,Juiz de Fora,Privada,2º ano,44082,2127,4.83,2839.22,78.5,63.7,Médio
2018,1,2018-06-01,Sudeste,ES,Vitória,Pública,3º ano,41397,4904,11.85,1757.51,65.5,71.5,Alto
2018,1,2018-06-01,Sudeste,ES,Vitória,Privada,3º ano,18743,509,2.72,2821.73,54.55,46.8,Baixo
2018,1,2018-06-01,Sudeste,ES,Vila Velha,Pública,3º ano,15158,1150,7.59,2477.54,61.15,86.7,Médio
2018,1,2018-06-01,Sudeste,ES,Vila Velha,Privada,2º ano,22328,1059,4.75,2069.68,67.75,72.2,Médio
2018,1,2018-06-01,Sudeste,ES,Serra,Pública,2º ano,37274,2983,8.0,4235.43,54.48,79.8,Alto
2018,1,2018-06-01,Sudeste,ES,Serra,Privada,1º ano,45572,788,1.73,3377.25,63.4,57.3,Baixo
2018,1,2018-06-01,Sul,PR,Curitiba,Pública,2º ano,1030,111,10.82,2746.97,58.39,62.4,Alto
2018,1,2018-06-01,Sul,PR,Curitiba,Privada,3º ano,40079,620,1.55,2567.38,75.74,62.5,Baixo
2018,1,2018-06-01,Sul,PR,Londrina,Pública,3º ano,46603,4020,8.63,2735.39,58.37,87.8,Alto
2018,1,2018-06-01,Sul,PR,Londrina,Privada,1º ano,7165,124,1.74,3748.66,67.01,46.2,Baixo
2018,1,2018-06-01,Sul,SC,Florianópolis,Pública,3º ano,48345,3386,7.01,1849.17,65.35,91.1,Médio
2018,1,2018-06-01,Sul,SC,Florianópolis,Privada,2º ano,14695,301,2.05,2346.25,91.2,72.3,Baixo
2018,1,2018-06-01,Sul,SC,Joinville,Pública,1º ano,7547,638,8.46,913.68,64.98,84.7,Alto
2018,1,2018-06-01,Sul,SC,Joinville,Privada,2º ano,18049,210,1.16,2954.96,65.69,75.9,Baixo
2018,1,2018-06-01,Sul,RS,Porto Alegre,Pública,1º ano,29485,2232,7.57,3154.15,80.29,71.5,Médio
2018,1,2018-06-01,Sul,RS,Porto Alegre,Privada,1º ano,49910,1392,2.79,2745.93,70.55,76.3,Baixo
2018,1,2018-06-01,Sul,RS,Caxias do Sul,Pública,3º ano,44382,4668,10.52,1803.73,54.62,76.1,Alto
2018,1,2018-06-01,Sul,RS,Caxias do Sul,Privada,3º ano,17811,1161,6.52,2770.79,59.94,87.3,Médio
2018,2,2018-12-01,Norte,AM,Manaus,Pública,1º ano,47730,5642,11.82,4567.33,74.63,63.7,Alto
2018,2,2018-12-01,Norte,AM,Manaus,Privada,3º ano,36711,1744,4.75,2939.5,73.01,70.6,Médio
2018,2,2018-12-01,Norte,PA,Belém,Pública,2º ano,42802,3885,9.08,2827.34,65.09,65.9,Alto
2018,2,2018-12-01,Norte,PA,Belém,Privada,2º ano,40593,1967,4.85,3479.9,61.09,74.4,Médio
2018,2,2018-12-01,Norte,PA,Santarém,Pública,1º ano,14395,1353,9.4,2946.28,60.64,50.9,Alto
2018,2,2018-12-01,Norte,PA,Santarém,Privada,2º ano,20587,950,4.62,2663.16,76.54,51.1,Médio
2018,2,2018-12-01,Norte,RO,Porto Velho,Pública,1º ano,19736,2074,10.51,2551.11,90.22,80.8,Alto
2018,2,2018-12-01,Norte,RO,Porto Velho,Privada,1º ano,9330,574,6.16,4038.09,54.53,92.2,Médio
2018,2,2018-12-01,Norte,TO,Palmas,Pública,3º ano,3617,273,7.55,2168.24,49.74,82.9,Médio
2018,2,2018-12-01,Norte,TO,Palmas,Privada,1º ano,927,10,1.12,629.58,54.52,93.7,Baixo
2018,2,2018-12-01,Nordeste,BA,Salvador,Pública,1º ano,9310,926,9.95,2566.92,63.31,66.7,Alto
2018,2,2018-12-01,Nordeste,BA,Salvador,Privada,2º ano,4829,264,5.48,3272.3,58.01,61.6,Médio
2018,2,2018-12-01,Nordeste,BA,Feira de Santana,Pública,2º ano,28502,3032,10.64,3535.38,98.42,89.0,Alto
2018,2,2018-12-01,Nordeste,BA,Feira de Santana,Privada,3º ano,42192,2026,4.8,2680.54,64.99,73.1,Médio
2018,2,2018-12-01,Nordeste,PE,Recife,Pública,3º ano,5328,728,13.68,3651.37,78.13,86.6,Crítico
2018,2,2018-12-01,Nordeste,PE,Recife,Privada,3º ano,12675,148,1.17,1616.01,48.06,67.2,Baixo
2018,2,2018-12-01,Nordeste,PE,Jaboatão dos Guararapes,Pública,1º ano,20747,2238,10.79,3955.31,42.72,56.6,Alto
2018,2,2018-12-01,Nordeste,PE,Jaboatão dos Guararapes,Privada,3º ano,4491,127,2.84,3757.54,64.59,69.5,Baixo
2018,2,2018-12-01,Nordeste,CE,Fortaleza,Pública,1º ano,33071,4541,13.73,1651.24,50.39,88.6,Crítico
2018,2,2018-12-01,Nordeste,CE,Fortaleza,Privada,3º ano,22740,751,3.3,3244.29,71.61,55.9,Baixo
2018,2,2018-12-01,Nordeste,CE,Juazeiro do Norte,Pública,1º ano,41500,4232,10.2,3351.03,69.17,66.3,Alto
2018,2,2018-12-01,Nordeste,CE,Juazeiro do Norte,Privada,2º ano,18772,1137,6.06,2092.54,81.23,63.1,Médio
2018,2,2018-12-01,Nordeste,MA,São Luís,Pública,1º ano,18029,2357,13.08,2601.73,52.78,89.9,Crítico
2018,2,2018-12-01,Nordeste,MA,São Luís,Privada,2º ano,17176,893,5.2,3174.4,86.03,63.6,Médio
2018,2,2018-12-01,Nordeste,PB,João Pessoa,Pública,2º ano,29756,2790,9.38,2277.02,47.4,83.3,Alto
2018,2,2018-12-01,Nordeste,PB,João Pessoa,Privada,1º ano,37802,947,2.51,3623.39,55.69,55.6,Baixo
2018,2,2018-12-01,Centro-Oeste,DF,Brasília,Pública,2º ano,18845,2642,14.02,2351.89,82.26,71.6,Crítico
2018,2,2018-12-01,Centro-Oeste,DF,Brasília,Privada,1º ano,46702,3496,7.49,2549.65,54.72,79.5,Médio
2018,2,2018-12-01,Centro-Oeste,GO,Goiânia,Pública,2º ano,29844,2381,7.98,2019.69,69.2,56.7,Médio
2018,2,2018-12-01,Centro-Oeste,GO,Goiânia,Privada,1º ano,11648,882,7.57,3211.98,79.7,56.6,Médio
2018,2,2018-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Pública,1º ano,22679,2677,11.81,2762.2,56.12,84.9,Alto
2018,2,2018-12-01,Centro-Oeste,GO,Aparecida de Goiânia,Privada,2º ano,27452,1538,5.6,3182.24,61.25,49.9,Médio
2018,2,2018-12-01,Centro-Oeste,MT,Cuiabá,Pública,3º ano,26043,2338,8.98,2581.84,85.78,69.2,Alto
2018,2,2018-12-01,Centro-Oeste,MT,Cuiabá,Privada,3º ano,42765,1560,3.65,3129.59,54.22,93.5,Baixo
2018,2,2018-12-01,Centro-Oeste,MS,Campo Grande,Pública,1º ano,37569,4983,13.27,2720.07,78.45,59.5,Crítico
2018,2,2018-12-01,Centro-Oeste,MS,Campo Grande,Privada,2º ano,7023,246,3.51,2202.89,68.6,64.9,Baixo
2018,2,2018-12-01,Sudeste,SP,São Paulo,Pública,2º ano,30857,3682,11.93,2761.17,56.79,69.7,Alto
2018,2,2018-12-01,Sudeste,SP,São Paulo,Privada,1º ano,9278,94,1.02,2684.15,46.81,76.4,Baixo
2018,2,2018-12-01,Sudeste,SP,Campinas,Pública,2º ano,49277,6165,12.51,2630.48,64.27,88.5,Alto
2018,2,2018-12-01,Sudeste,SP,Campinas,Privada,2º ano,41995,1478,3.52,2627.78,70.47,56.6,Baixo
2018,2,2018-12-01,Sudeste,SP,Ribeirão Preto,Pública,2º ano,40461,3195,7.9,2620.59,68.5,53.7,Médio
2018,2,2018-12-01,Sudeste,SP,Ribeirão Preto,Privada,2º ano,18955,760,4.01,2996.85,57.71,59.7,Médio
2018,2,2018-12-01,Sudeste,RJ,Rio de Janeiro,Pública,2º ano,31267,3405,10.89,962.3,59.65,92.6,Alto
2018,2,2018-12-01,Sudeste,RJ,Rio de Janeiro,Privada,1º ano,4599,176,3.83,3352.24,60.72,67.6,Baixo
2018,2,2018-12-01,Sudeste,RJ,Niterói,Pública,3º ano,30189,3857,12.78,3028.39,58.53,86.1,Alto
2018,2,2018-12-01,Sudeste,RJ,Niterói,Privada,1º ano,27631,1271,4.6,2969.63,77.59,55.7,Médio
2018,2,2018-12-01,Sudeste,RJ,Nova Iguaçu,Pública,1º ano,40863,3328,8.15,1915.85,91.44,52.4,Alto
2018,2,2018-12-01,Sudeste,RJ,Nova Iguaçu,Privada,2º ano,11504,372,3.24,3259.35,87.14,45.1,Baixo
2018,2,2018-12-01,Sudeste,RJ,Petrópolis,Pública,2º ano,46683,4791,10.26,2233.63,95.66,91.8,Alto
2018,2,2018-12-01,Sudeste,RJ,Petrópolis,Privada,2º ano,20602,1168,5.67,3484.74,70.57,48.5,Médio
2018,2,2018-12-01,Sudeste,MG,Belo Horizonte,Pública,1º ano,49933,4598,9.21,2548.76,58.89,55.5,Alto
2018,2,2018-12-01,Sudeste,MG,Belo Horizonte,Privada,1º ano,10302,286,2.78,2730.68,72.24,87.7,Baixo
2018,2,2018-12-01,Sudeste,MG,Uberlândia,Pública,3º ano,30061,2847,9.47,2880.16,53.57,90.0,Alto
2018,2,2018-12-01,Sudeste,MG,Uberlândia,Privada,2º ano,34461,2086,6.06,2703.55,65.77,47.8,Médio
2018,2,2018-12-01,Sudeste,MG,Juiz de Fora,Pública,2º ano,15117,1821,12.05,3082.82,69.38,47.1,Alto
2018,2,2018-12-01,Sudeste,MG,Juiz de Fora,Privada,1º ano,20521,827,4.03,3271.46,63.94,94.8,Médio
2018,2,2018-12-01,Sudeste,ES,Vitória,Pública,3º ano,30285,3154,10.42,2172.69,69.72,87.5,Alto
2018,2,2018-12-01,Sudeste,ES,Vitória,Privada,1º ano,30926,937,3.03,2502.29,50.04,46.2,Baixo
2018,2,2018-12-01,Sudeste,ES,Vila Velha,Pública,1º ano,7551,666,8.83,3719.6,69.46,90.8,Alto
2018,2,2018-12-01,Sudeste,ES,Vila Velha,Privada,3º ano,31098,2013,6.47,3335.12,61.41,86.4,Médio
2018,2,2018-12-01,Sudeste,ES,Serra,Pública,2º ano,2946,161,5.49,2384.45,52.57,65.9,Médio
2018,2,2018-12-01,Sudeste,ES,Serra,Privada,2º ano,8673,594,6.85,2939.07,71.91,58.5,Médio
2018,2,2018-12-01,Sul,PR,Curitiba,Pública,1º ano,29904,3106,10.39,4169.62,75.87,55.0,Alto
2018,2,2018-12-01,Sul,PR,Curitiba,Privada,1º ano,39608,764,1.93,2977.19,67.13,70.4,Baixo
2018,2,2018-12-01,Sul,PR,Londrina,Pública,2º ano,25344,2840,11.21,2888.89,53.63,55.2,Alto
2018,2,2018-12-01,Sul,PR,Londrina,Privada,1º ano,27034,1961,7.26,2803.74,55.03,78.2,Médio
2018,2,2018-12-01,Sul,SC,Florianópolis,Pública,1º ano,1079,151,14.03,2482.22,67.62,54.1,Crítico
2018,2,2018-12-01,Sul,SC,Florianópolis,Privada,1º ano,44237,1422,3.22,2463.0,46.59,72.6,Baixo
2018,2,2018-12-01,Sul,SC,Joinville,Pública,2º ano,13892,1973,14.21,2209.67,68.19,91.2,Crítico
2018,2,2018-12-01,Sul,SC,Joinville,Privada,3º ano,49707,2949,5.93,1469.64,76.97,79.4,Médio
2018,2,2018-12-01,Sul,RS,Porto Alegre,Pública,2º ano,7756,591,7.63,2949.31,61.06,55.0,Médio
2018,2,2018-12-01,Sul,RS,Porto Alegre,Privada,3º ano,46838,2393,5.11,3274.85,85.05,92.3,Médio
2018,2,2018-12-01,Sul,RS,Caxias do Sul,Pública,1º ano,22351,1527,6.84,2066.98,71.91,73.2,Médio
2018,2,2018-12-01,Sul,RS,Caxias do Sul,Privada,1º ano,42708,747,1.75,1466.73,41.76,45.1,Baixo
2019,1,2019-06-01,Norte,AM,Manaus,Pública,3º ano,7581,796,10.5,3860.54,72.49,60.2,Alto
2019,1,2019-06-01,Norte,AM,Manaus,Privada,1º ano,799,23,2.97,2962.62,39.92,84.6,Baixo
2019,1,2019-06-01,Norte,PA,Belém,Pública,1º ano,19692,2063,10.48,2917.93,53.46,54.1,Alto
2019,1,2019-06-01,Norte,PA,Belém,Privada,2º ano,43760,1626,3.72,3226.39,45.99,79.3,Baixo
2019,1,2019-06-01,Norte,PA,Santarém,Pública,2º ano,32448,3622,11.16,3073.08,61.39,62.4,Alto
2019,1,2019-06-01,Norte,PA,Santarém,Privada,1º ano,3202,188,5.89,4041.73,58.67,77.1,Médio
2019,1,2019-06-01,Norte,RO,Porto Velho,Pública,1º ano,22865,1995,8.73,2486.13,65.12,71.4,Alto
2019,1,2019-06-01,Norte,RO,Porto Velho,Privada,1º ano,38622,910,2.36,2014.72,64.08,79.4,Baixo
2019,1,2019-06-01,Norte,TO,Palmas,Pública,1º ano,3067,434,14.15,3737.53,53.57,58.7,Crítico
2019,1,2019-06-01,Norte,TO,Palmas,Privada,2º ano,6699,348,5.2,3187.16,68.17,62.3,Médio
2019,1,2019-06-01,Nordeste,BA,Salvador,Pública,1º ano,32799,2802,8.55,3283.13,58.87,66.6,Alto
2019,1,2019-06-01,Nordeste,BA,Salvador,Privada,3º ano,18325,429,2.34,2966.08,49.21,54.0,Baixo
2019,1,2019-06-01,Nordeste,BA,Feira de Santana,Pública,2º ano,20112,2076,10.33,3456.76,87.86,54.5,Alto
2019,1,2019-06-01,Nordeste,BA,Feira de Santana,Privada,3º ano,17443,1199,6.88,3216.24,73.1,91.7,Médio
2019,1,2019-06-01,Nordeste,PE,Recife,Pública,3º ano,37988,3997,10.52,2831.65,67.28,52.5,Alto
2019,1,2019-06-01,Nordeste,PE,Recife,Privada,2º ano,15264,726,4.76,2406.66,53.03,49.7,Médio
2019,1,2019-06-01,Nordeste,PE,Jaboatão dos Guararapes,Pública,1º ano,40636,4078,10.04,2518.0,66.9,66.7,Alto
2019,1,2019-06-01,Nordeste,PE,Jaboatão dos Guararapes,Privada,3º ano,9343,355,3.81,3406.1,86.2,92.2,Baixo
2019,1,2019-06-01,Nordeste,CE,Fortaleza,Pública,1º ano,3190,307,9.65,2196.34,63.22,72.1,Alto
2019,1,2019-06-01,Nordeste,CE,Fortaleza,Privada,3º ano,12945,270,2.09,3587.09,69.33,67.2,Baixo
2019,1,2019-06-01,Nordeste,CE,Juazeiro do Norte,Pública,1º ano,8705,810,9.31,2977.94,55.54,49.0,Alto
2019,1,2019-06-01,Nordeste,CE,Juazeiro do Norte,Privada,2º ano,1362,6,0.5,2896.15,68.78,79.1,Baixo
2019,1,2019-06-01,Nordeste,MA,São Luís,Pública,2º ano,18255,2059,11.28,3363.74,68.89,85.1,Alto
2019,1,2019-06-01,Nordeste,MA,São Luís,Privada,2º ano,29194,994,3.41,2713.48,88.07,88.8,Baixo
2019,1,2019-06-01,Nordeste,PB,João Pessoa,Pública,1º ano,32528,3774,11.61,2325.0,59.72,68.0,Alto
2019,1,2019-06-01,Nordeste,PB,João Pessoa,Privada,3º ano,28351,1644,5.8,3170.98,62.7,94.3,Médio
2019,1,2019-06-01,Centro-Oeste,DF,Brasília,Pública,2º ano,9985,1039,10.41,3819.32,66.89,51.8,Alto
2019,1,2019-06-01,Centro-Oeste,DF,Brasília,Privada,2º ano,42996,1008,2.35,3667.58,61.28,72.3,Baixo
2019,1,2019-06-01,Centro-Oeste,GO,Goiânia,Pública,2º ano,12028,780,6.49,3408.97,63.51,76.0,Médio
2019,1,2019-06-01,Centro-Oeste,GO,Goiânia,Privada,1º ano,44719,2031,4.54,3307.55,43.24,49.5,Médio
2019,1,2019-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Pública,3º ano,49797,3310,6.65,2931.61,63.94,64.1,Médio
2019,1,2019-06-01,Centro-Oeste,GO,Aparecida de Goiânia,Privada,1º ano,31335,2005,6.4,2902.96,57.92,71.6,Médio
2019,1,2019-06-01,Centro-Oeste,MT,Cuiabá,Pública,1º ano,7313,746,10.21,2756.21,87.25,55.0,Alto
2019,1,2019-06-01,Centro-Oeste,MT,Cuiabá,Privada,2º ano,26450,1185,4.48,3276.81,39.68,91.2,Médio
2019,1,2019-06-01,Centro-Oeste,MS,Campo Grande,Pública,1º ano,2611,352,13.51,2684.53,51.32,76.9,Crítico
2019,1,2019-06-01,Centro-Oeste,MS,Campo Grande,Privada,2º ano,6944,287,4.14,3390.47,66.04,87.2,Médio
2019,1,2019-06-01,Sudeste,SP,São Paulo,Pública,2º ano,14129,1858,13.15,3553.16,56.52,91.4,Crítico
2019,1,2019-06-01,Sudeste,SP,São Paulo,Privada,2º ano,10897,544,5.0,3422.88,81.36,84.6,Médio
2019,1,2019-06-01,Sudeste,SP,Campinas,Pública,1º ano,26410,2888,10.94,3105.76,60.43,82.3,Alto
2019,1,2019-06-01,Sudeste,SP,Campinas,Privada,1º ano,33982,1550,4.56,3184.89,68.82,60.7,Médio
2019,1,2019-06-01,Sudeste,SP,Ribeirão Preto,Pública,1º ano,28415,3746,13.19,2804.33,63.65,59.4,Crítico
2019,1,2019-06-01,Sudeste,SP,Ribeirão Preto,Privada,1º ano,12476,631,5.06,3620.43,74.62,55.4,Médio
2019,1,2019-06-01,Sudeste,RJ,Rio de Janeiro,Pública,3º ano,46328,5890,12.72,1911.69,64.16,73.5,Alto
2019,1,2019-06-01,Sudeste,RJ,Rio de Janeiro,Privada,3º ano,48213,1049,2.18,2591.95,65.6,74.6,Baixo
2019,1,2019-06-01,Sudeste,RJ,Niterói,Pública,3º ano,35836,4204,11.73,3500.62,80.43,52.6,Alto
2019,1,2019-06-01,Sudeste,RJ,Niterói,Privada,3º ano,8477,365,4.31,3938.3,77.1,67.0,Médio
2019,1,2019-06-01,Sudeste,RJ,Nova Iguaçu,Pública,2º ano,45441,5901,12.99,1425.94,69.79,94.4,Alto
2019,1,2019-06-01,Sudeste,RJ,Nova Iguaçu,Privada,3º ano,2489,64,2.6,2474.94,64.26,57.5,Baixo
2019,1,2019-06-01,Sudeste,RJ,Petrópolis,Pública,2º ano,9770,1084,11.1,1846.23,77.55,70.2,Alto
2019,1,2019-06-01,Sudeste,RJ,Petrópolis,Privada,3º ano,43503,1083,2.49,3197.12,66.29,74.7,Baixo
2019,1,2019-06-01,Sudeste,MG,Belo Horizonte,Pública,1º ano,9795,1294,13.22,2831.43,34.05,86.0,Crítico
2019,1,2019-06-01,Sudeste,MG,Belo Horizonte,Privada,3º ano,19383,621,3.21,2751.11,46.39,59.3,Baixo
2019,1,2019-06-01,Sudeste,MG,Uberlândia,Pública,2º ano,33019,3546,10.74,3278.47,62.03,55.3,Alto
2019,1,2019-06-01,Sudeste,MG,Uberlândia,Privada,2º ano,30141,1533,5.09,3322.72,76.43,70.1,Médio
2019,1,2019-06-01,Sudeste,MG,Juiz de Fora,Pública,3º ano,35782,3445,9.63,3864.77,69.69,69.5,Alto
2019,1,2019-06-01,Sudeste,MG,Juiz de Fora,Privada,1º ano,19191,478,2.49,4364.64,58.47,88.9,Baixo
2019,1,2019-06-01,Sudeste,ES,Vitória,Pública,3º ano,25920,2733,10.55,3841.69,54.02,67.5,Alto
2019,1,2019-06-01,Sudeste,ES,Vitória,Privada,2º ano,40422,684,1.69,3774.03,43.7,61.8,Baixo
2019,1,2019-06-01,Sudeste,ES,Vila Velha,Pública,3º ano,39472,5207,13.19,2619.11,56.65,73.9,Crítico
